run_id,timestamp_utc,dataset_split,style,category,call_type,model_name,status,input_chars,output_chars,est_input_tokens,est_output_tokens,est_cost_usd,estimation_method,pricing_source,input_price_per_1m_tokens,output_price_per_1m_tokens,tokens_estimated,cost_estimated
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:45+00:00,attack_eval,riddle,phishing,post_processor,claude-haiku-4-5-20251001,ok,10180,46,2545,12,0.0012905,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:51+00:00,attack_eval,riddle,phishing,post_processor,claude-haiku-4-5-20251001,ok,10403,6,2601,2,0.0013035,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:53+00:00,attack_eval,riddle,phishing,post_processor,claude-haiku-4-5-20251001,ok,8854,6,2214,2,0.00111,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:54+00:00,attack_eval,riddle,phishing,post_processor,claude-haiku-4-5-20251001,ok,9547,52,2387,13,0.001213,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:56+00:00,attack_eval,riddle,phishing,post_processor,claude-haiku-4-5-20251001,ok,1103,44,276,11,0.0001545,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:58+00:00,attack_eval,riddle,malware,post_processor,claude-haiku-4-5-20251001,ok,13237,6,3310,2,0.001658,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:26:59+00:00,attack_eval,riddle,malware,post_processor,claude-haiku-4-5-20251001,ok,2052,55,513,14,0.0002775,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:01+00:00,attack_eval,riddle,malware,post_processor,claude-haiku-4-5-20251001,ok,5304,46,1326,12,0.000681,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:02+00:00,attack_eval,riddle,malware,post_processor,claude-haiku-4-5-20251001,ok,3515,50,879,13,0.000459,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
20260416T162643Z_postprocessing_claude_prompt_aware,2026-04-16T16:27:04+00:00,attack_eval,riddle,malware,post_processor,claude-haiku-4-5-20251001,ok,10598,46,2650,12,0.001343,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.5,1.5,True,True
